         ,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Unnamed: 14,Bathroom_Type,Latitude,Longitude,Neighborhood_Livability_Score,Cluster_ID
Posted On,2,7000,650,Ground out of 2,Super Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.56454072,88.44224782,1.8,2
Posted On,2,10000,700,1 out of 2,Super Area,Benia Pukur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,22.61329514,88.44428958,8.5,2
Posted On,2,7000,700,Ground out of 3,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.56984868,88.30848927,5.9,2
Posted On,3,12000,1000,Ground out of 3,Super Area,E M Bypass,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.55394495,88.42154719,6.2,2
Posted On,2,14500,900,1 out of 4,Carpet Area,"Panchanan Tola, Thakurpukur",Kolkata,Unfurnished,Bachelors,2,Contact Owner,,Attached,22.49341548,88.34592271,6.2,2
Posted On,1,6000,700,1 out of 2,Super Area,"VIP Nagar, E M Bypass",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,22.5752193,88.38651828,2.9,2
Posted On,2,9500,700,1 out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.47520056,88.46269212,9.9,2
Posted On,2,10000,450,2 out of 1,Carpet Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Common,22.53648006,88.26646248,6.3,2
Posted On,1,3500,120,Ground out of 3,Super Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.55517708,88.41878368,2.4,2
Posted On,2,9000,800,1 out of 2,Super Area,"New Garia, Garia",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.54424784,88.4264113,3.4,2
Posted On,3,40000,1220,2 out of 3,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.57630144,88.42455546,9.0,2
Posted On,3,16500,1100,Ground out of 3,Super Area,Mominpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,22.51259929,88.43838771,3.0,2
Posted On,3,8000,700,Ground out of 3,Carpet Area,"Halisahar Station Road, Kanchrapara",Kolkata,Unfurnished,Family,2,Contact Owner,,En-suite,22.50784281,88.29556467,4.5,2
Posted On,2,12000,800,Ground out of 3,Super Area,Santoshpur,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.55546166,88.28193107,9.2,2
Posted On,2,6500,670,2 out of 2,Super Area,"Dunlop, Dakshineswar, Belgharia Expressway",Kolkata,Unfurnished,Family,1,Contact Owner,,Common,22.66062544,88.39007914,4.2,2
Posted On,4,40000,1300,1 out of 2,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,,Common,22.63187585,88.36066642,8.8,2
Posted On,1,5000,190,Ground out of 2,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Standard,22.58291131,88.35314066,6.4,2
Posted On,2,9000,700,Ground out of 2,Super Area,Kabardanga,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.64718003,88.29575993,9.9,2
Posted On,1,7000,240,Ground out of 4,Carpet Area,Jadavpur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.58258782,88.34255997,9.1,2
Posted On,2,18000,850,2 out of 4,Carpet Area,Behala Chowrasta,Kolkata,Semi-Furnished,Family,1,Contact Owner,,En-suite,22.63442377,88.38306877,3.0,2
Posted On,1,9000,950,1 out of 2,Super Area,Haltu,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.50302096,88.34360032,1.8,2
Posted On,1,5500,450,1 out of 2,Carpet Area,Botanical Garden Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Common,22.60892746,88.43719485,1.1,2
Posted On,2,7500,800,Ground out of 2,Carpet Area,Bonhooghly,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.52740061,88.44139403,7.8,2
Posted On,2,4000,600,1 out of 2,Carpet Area,Nilgung Old Bazar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.53005865,88.33325621,1.3,2
Posted On,3,10500,800,2 out of 2,Carpet Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors,2,Contact Owner,,Common,22.53012026,88.37654803,2.9,2
Posted On,3,15000,1100,Ground out of 2,Carpet Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,22.62275851,88.38267871,1.9,2
Posted On,2,15000,800,Ground out of 2,Carpet Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.52344245,88.27648507,6.2,2
Posted On,1,50000,2200,2 out of 5,Super Area,Kanchrapara,Kolkata,Furnished,Bachelors/Family,3,Contact Owner,,Standard,22.59067066,88.42801922,4.0,2
Posted On,2,12000,950,1 out of 1,Carpet Area,"Jote Shibrampur, Joth Shibrampur",Kolkata,Unfurnished,Bachelors,2,Contact Owner,,Attached,22.55959857,88.41042087,9.7,2
Posted On,2,11000,550,2 out of 3,Carpet Area,Ultadanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,22.51758838,88.27107526,8.0,2
Posted On,2,12000,1800,1 out of 1,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,,Attached,22.60403879,88.32723867,8.7,2
Posted On,2,8000,1000,Ground out of 2,Super Area,"Chinar Park, Rajarhat",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Common,22.54662136,88.38223696,6.1,2
Posted On,2,18000,600,Ground out of 3,Super Area,Bagha Jatin Pally,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,En-suite,22.48885551,88.4285258,3.5,2
Posted On,2,8000,750,2 out of 4,Carpet Area,rishi aurobindo sarani neat NIOH hospital,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.48788655,88.28950067,1.7,2
Posted On,2,7000,685,2 out of 3,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,,Attached,22.63421798,88.42577622,3.5,2
Posted On,1,6500,44,Ground out of 1,Carpet Area,Baranagar,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.56991141,88.31816573,6.9,2
Posted On,4,13000,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.57535172,88.28614053,9.3,2
Posted On,2,9000,500,Ground out of 2,Carpet Area,Airport Near Gate No. 21/2,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.59428741,88.41948369,1.2,2
Posted On,4,10000,1110,2 out of 2,Carpet Area,Purbasa,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Standard,22.54413836,88.4382111,9.8,2
Posted On,2,12000,1000,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.51336572,88.33073481,8.8,2
Posted On,2,5000,392,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.52906012,88.32812075,6.6,2
Posted On,2,6000,700,1 out of 2,Super Area,Barasat-Barrackpore Road,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.49419741,88.32231545,7.9,2
Posted On,1,5200,750,2 out of 4,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.63001799,88.31379613,6.0,2
Posted On,3,15000,1500,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Unfurnished,Family,2,Contact Owner,,En-suite,22.54107944,88.36703227,4.4,2
Posted On,2,9000,900,Ground out of 1,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,22.60050703,88.43430731,5.2,2
Posted On,1,24000,710,1 out of 1,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors,1,Contact Agent,,En-suite,22.5132558,88.41540527,4.5,2
Posted On,1,5500,400,Ground out of 3,Carpet Area,jadavpur central park east,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.63075621,88.3177253,2.8,2
Posted On,1,10000,700,1 out of 2,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Standard,22.58651728,88.45255727,2.5,2
Posted On,2,15000,1000,Ground out of 2,Carpet Area,Tn Chatterjee Street,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,22.54779309,88.43783379,3.2,2
Posted On,1,4700,250,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.66931217,88.38953241,1.4,2
Posted On,1,5000,500,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.54507132,88.42255714,1.5,2
Posted On,2,5000,450,2 out of 2,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.56197704,88.4428948,5.6,2
Posted On,3,15000,1400,1 out of 3,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.56734019,88.31103588,9.0,2
Posted On,1,5000,500,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Common,22.47373759,88.45775468,9.2,2
Posted On,2,6000,700,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.6296675,88.45259049,3.4,2
Posted On,3,18000,1200,1 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.61366799,88.2855802,4.7,2
Posted On,2,8000,450,1 out of 2,Carpet Area,Andul,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,En-suite,22.53547196,88.35722384,8.6,2
Posted On,1,13000,500,2 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,1,Contact Agent,,Standard,22.54455723,88.35126681,9.0,2
Posted On,2,7500,400,Ground out of 1,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.63628417,88.40302506,3.6,2
Posted On,3,12000,1000,Ground out of 1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,22.65738182,88.38834823,7.2,2
Posted On,2,11000,750,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.47809319,88.39269891,6.2,2
Posted On,1,6000,450,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1,Contact Owner,,Common,22.47648214,88.42116272,3.5,2
Posted On,3,20000,1000,1 out of 2,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,,Attached,22.6354872,88.29036374,9.5,2
Posted On,2,7000,500,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2,Contact Owner,,Common,22.50268461,88.39445077,6.5,2
Posted On,4,30000,1600,Ground out of 1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2,Contact Agent,,Attached,22.58509539,88.4504153,1.9,2
Posted On,2,7500,550,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.55807142,88.4384422,4.6,2
Posted On,1,6500,550,1 out of 2,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.53366183,88.4316065,3.1,2
Posted On,1,3000,200,2 out of 3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.48969848,88.34525394,2.4,2
Posted On,2,5200,650,1 out of 2,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.55992593,88.26891347,5.0,2
Posted On,2,25000,1000,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.59402631,88.39165315,6.0,2
Posted On,2,12500,680,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,22.59320184,88.2653568,1.4,2
Posted On,2,8500,720,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.63501689,88.30090358,7.3,2
Posted On,2,3500,500,4 out of 5,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.62301729,88.46202464,5.9,2
Posted On,2,7000,800,Ground out of 2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.56696272,88.3700267,1.1,2
Posted On,1,3000,160,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,En-suite,22.48192974,88.38230221,7.2,2
Posted On,2,14000,1200,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,22.62529393,88.33895752,2.0,2
Posted On,1,18000,700,Ground out of 4,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.51880161,88.37346961,8.6,2
Posted On,1,3500,1000,Ground out of 1,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.47621629,88.42749518,9.2,2
Posted On,2,16000,1250,Ground out of 1,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,,Attached,22.5966525,88.29724859,1.6,2
Posted On,4,35000,1600,Ground out of 3,Super Area,Salt Lake City,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,,Attached,22.62777139,88.36334811,4.5,2
Posted On,2,21000,700,Ground out of 2,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.63557474,88.40878567,1.3,2
Posted On,1,4500,450,Ground out of 2,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.5138887,88.39695757,6.6,2
Posted On,2,15000,839,1 out of 3,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.49865907,88.27228634,4.3,2
Posted On,1,4500,230,Ground out of 3,Super Area,Birati,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.66920164,88.3617382,1.3,2
Posted On,1,5500,1800,Ground out of 2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.62360059,88.38396799,1.9,2
Posted On,2,8500,800,1 out of 2,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,En-suite,22.6578091,88.32423846,4.2,2
Posted On,1,5000,500,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Standard,22.55311037,88.31630159,2.3,2
Posted On,2,8500,620,Ground out of 1,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Common,22.54283721,88.32283911,2.2,2
Posted On,2,9000,650,2 out of 3,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Common,22.5026773,88.38626774,5.3,2
Posted On,1,7500,550,1 out of 2,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,,En-suite,22.57807386,88.377453,4.8,2
Posted On,2,7000,450,1 out of 3,Carpet Area,safuipara,Kolkata,Furnished,Bachelors,2,Contact Owner,,Attached,22.6468959,88.38835888,2.0,2
Posted On,3,15000,1350,1 out of 2,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2,Contact Owner,,Standard,22.47773113,88.35547061,1.5,2
Posted On,2,7000,600,2 out of 2,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.50830746,88.40893419,4.4,2
Posted On,3,10000,1200,2 out of 4,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.66213106,88.28799555,2.0,2
Posted On,2,7000,700,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,,Standard,22.5040553,88.36293546,2.5,2
Posted On,3,3200,800,1 out of 3,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,,Attached,22.49845067,88.32525414,6.3,2
Posted On,2,6000,600,Ground out of 3,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.55599163,88.26585805,6.2,2
Posted On,2,12000,900,1 out of 3,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,22.61639015,88.40568289,5.1,2
Posted On,2,6000,750,Ground out of 1,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.51659091,88.40955449,7.5,2
Posted On,3,10000,1250,1 out of 2,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.47852747,88.37176761,7.4,2
Posted On,3,12000,1000,2 out of 2,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,,Attached,22.60226534,88.44825182,2.2,2
Posted On,2,8000,600,Ground out of 2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.53065481,88.40609252,9.3,2
Posted On,2,5300,650,1 out of 1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.49152135,88.37010566,9.1,2
Posted On,2,5000,450,2 out of 3,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Standard,22.57644038,88.26921332,8.9,2
Posted On,3,8500,800,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,22.65335073,88.31569352,9.2,2
Posted On,3,22000,1000,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,Standard,22.50140346,88.44262809,4.0,2
Posted On,2,7000,1000,Ground out of 3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.6217074,88.44264223,8.0,2
Posted On,3,25000,1400,5 out of 5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent,,Common,22.6628354,88.28799661,2.2,2
Posted On,2,7000,600,1 out of 4,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,,Attached,22.57457926,88.3369948,8.7,2
Posted On,2,15000,723,Ground out of 3,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1,Contact Owner,,Common,22.51406188,88.34508208,5.8,2
Posted On,1,6000,320,Ground out of 2,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.63460677,88.34637108,9.7,2
Posted On,2,8000,900,Ground out of 3,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.65833383,88.46386889,7.9,2
Posted On,3,40000,1400,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2,Contact Agent,,Attached,22.60915612,88.46044937,3.4,2
Posted On,1,6000,2160,1 out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,,En-suite,22.49294591,88.41378425,2.7,2
Posted On,2,15000,650,Ground out of 2,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.58915118,88.4531004,3.6,2
Posted On,2,6500,800,1 out of 1,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.58821526,88.34024742,2.4,2
Posted On,3,8000,800,2 out of 3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.66105494,88.35040354,5.8,2
Posted On,1,5500,500,Ground out of 2,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.65454927,88.39030306,7.4,2
Posted On,3,9000,1700,1 out of 2,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,,En-suite,22.54492499,88.46065996,8.4,2
Posted On,1,6000,130,Ground out of 2,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.65152836,88.29797769,1.8,2
Posted On,1,15000,505,Ground out of 3,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.61082355,88.28383964,3.5,2
Posted On,4,30000,4000,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,Bachelors/Family,3,Contact Agent,,En-suite,22.66009339,88.2735115,6.5,2
Posted On,3,30000,1250,Ground out of 2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Common,22.48390151,88.32206366,3.8,2
Posted On,1,5000,700,Ground out of 2,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.61125762,88.45868264,4.4,2
Posted On,2,15000,900,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1,Contact Owner,,Attached,22.61663137,88.30589635,6.6,2
Posted On,1,6500,650,1 out of 1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.65177004,88.36217149,1.1,2
Posted On,2,4500,750,Ground out of 1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.49757424,88.35597132,2.6,2
Posted On,2,7000,450,Ground out of 3,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.49031445,88.33699142,2.4,2
Posted On,1,6500,350,1 out of 2,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Standard,22.55630358,88.45698689,5.0,2
Posted On,1,17500,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner,,Standard,22.55880599,88.26548236,5.5,2
Posted On,2,10000,900,Ground out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.63971115,88.42257716,4.5,2
Posted On,1,1500,200,Ground out of 2,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.5498813,88.41550104,4.1,2
Posted On,3,25000,1100,2 out of 3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,,Common,22.48889402,88.42004719,4.0,2
Posted On,2,12000,800,1 out of 2,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Standard,22.63035323,88.26855303,8.2,2
Posted On,3,7500,1000,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,,Common,22.60910902,88.3738554,1.9,2
Posted On,1,7000,800,1 out of 2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,,Attached,22.59637753,88.31410854,2.3,2
Posted On,1,3500,200,Upper Basement out of 4,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,,Attached,22.66040269,88.4366499,8.8,2
Posted On,3,10000,1190,1 out of 2,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,,Attached,22.49615328,88.30523236,8.1,2
